timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728169045094,244,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-2,text,true,,1898,324,4,4,https://reqres.in/api/users,244,0,123
1728169045003,337,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-1,text,true,,1898,320,3,3,https://reqres.in/api/users,337,0,190
1728169045194,204,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-3,text,true,,1898,312,3,3,https://reqres.in/api/users,204,0,128
1728169045297,203,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-4,text,true,,1898,310,3,3,https://reqres.in/api/users,203,0,144
1728169045397,198,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-5,text,true,,1898,312,3,3,https://reqres.in/api/users,198,0,130
1728169045493,177,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-6,text,true,,1898,324,2,2,https://reqres.in/api/users,177,0,115
1728169045592,178,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-7,text,true,,1898,330,2,2,https://reqres.in/api/users,178,0,115
1728169045697,177,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-8,text,true,,1898,330,2,2,https://reqres.in/api/users,177,0,114
1728169045795,235,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-9,text,true,,1898,316,3,3,https://reqres.in/api/users,235,0,116
1728169045893,228,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-10,text,true,,1898,322,3,3,https://reqres.in/api/users,228,0,151
1728169045992,177,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-11,text,true,,1898,318,2,2,https://reqres.in/api/users,177,0,116
1728169046096,173,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-12,text,true,,1898,326,2,2,https://reqres.in/api/users,173,0,112
1728169046195,173,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-13,text,true,,1898,312,2,2,https://reqres.in/api/users,173,0,111
1728169046292,178,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-14,text,true,,1898,326,2,2,https://reqres.in/api/users,178,0,114
1728169046393,181,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-15,text,true,,1898,324,2,2,https://reqres.in/api/users,181,0,113
1728169046495,175,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-16,text,true,,1898,310,2,2,https://reqres.in/api/users,175,0,113
1728169046595,185,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-17,text,true,,1898,314,2,2,https://reqres.in/api/users,185,0,113
1728169046694,180,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-18,text,true,,1898,328,2,2,https://reqres.in/api/users,180,0,113
1728169046794,180,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-19,text,true,,1898,324,2,2,https://reqres.in/api/users,180,0,115
1728169046894,174,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-20,text,true,,1898,318,2,2,https://reqres.in/api/users,174,0,113
1728169046994,175,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-21,text,true,,1898,326,2,2,https://reqres.in/api/users,175,0,113
1728169047095,180,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-22,text,true,,1898,314,2,2,https://reqres.in/api/users,180,0,113
1728169047195,176,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-23,text,true,,1898,320,2,2,https://reqres.in/api/users,176,0,115
1728169047293,177,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-24,text,true,,1898,328,2,2,https://reqres.in/api/users,177,0,114
1728169047393,182,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-25,text,true,,1898,310,2,2,https://reqres.in/api/users,182,0,114
1728169047495,176,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-26,text,true,,1898,312,2,2,https://reqres.in/api/users,176,0,113
1728169047595,176,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-27,text,true,,1898,312,2,2,https://reqres.in/api/users,176,0,114
1728169047695,193,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-28,text,true,,1898,314,2,2,https://reqres.in/api/users,193,0,114
1728169047795,183,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-29,text,true,,1898,320,2,2,https://reqres.in/api/users,183,0,114
1728169047894,178,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-30,text,true,,1898,318,2,2,https://reqres.in/api/users,178,0,114
1728169047995,178,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-31,text,true,,1898,322,2,2,https://reqres.in/api/users,178,0,113
1728169048094,173,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-32,text,true,,1898,312,2,2,https://reqres.in/api/users,173,0,113
1728169048194,180,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-33,text,true,,1898,314,2,2,https://reqres.in/api/users,180,0,113
1728169048294,180,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-34,text,true,,1898,324,2,2,https://reqres.in/api/users,180,0,116
1728169048393,211,Get User Request with Basic Auth,200,OK,PT-008 Thread Group 1-35,text,true,,1898,316,3,3,https://reqres.in/api/users,211,0,117
