timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728072447711,911,login request,200,OK,Login thread 1-4,text,true,,3964,395,64,64,https://www.saucedemo.com/,419,0,277
1728072447711,419,login request-0,301,Moved Permanently,Login thread 1-4,text,true,,665,276,64,64,https://saucedemo.com/,419,0,277
1728072448131,491,login request-1,200,OK,Login thread 1-4,text,true,,3299,119,64,64,https://www.saucedemo.com/,491,0,339
1728072447681,945,login request,200,OK,Login thread 1-2,text,true,,3964,397,64,64,https://www.saucedemo.com/,453,0,308
1728072447681,453,login request-0,301,Moved Permanently,Login thread 1-2,text,true,,665,278,64,64,https://saucedemo.com/,453,0,308
1728072448134,492,login request-1,200,OK,Login thread 1-2,text,true,,3299,119,64,64,https://www.saucedemo.com/,492,0,341
1728072447666,962,login request,200,OK,Login thread 1-1,text,true,,3965,381,63,63,https://www.saucedemo.com/,460,0,319
1728072447666,460,login request-0,301,Moved Permanently,Login thread 1-1,text,true,,665,262,63,63,https://saucedemo.com/,460,0,319
1728072448127,501,login request-1,200,OK,Login thread 1-1,text,true,,3300,119,63,63,https://www.saucedemo.com/,501,0,350
1728072447726,903,login request,200,OK,Login thread 1-5,text,true,,3964,397,62,62,https://www.saucedemo.com/,412,0,268
1728072447726,412,login request-0,301,Moved Permanently,Login thread 1-5,text,true,,665,278,62,62,https://saucedemo.com/,412,0,268
1728072448138,491,login request-1,200,OK,Login thread 1-5,text,true,,3299,119,62,62,https://www.saucedemo.com/,491,0,339
1728072447755,875,login request,200,OK,Login thread 1-7,text,true,,3964,401,61,61,https://www.saucedemo.com/,384,0,241
1728072447755,384,login request-0,301,Moved Permanently,Login thread 1-7,text,true,,665,282,61,61,https://saucedemo.com/,384,0,241
1728072448139,491,login request-1,200,OK,Login thread 1-7,text,true,,3299,119,61,61,https://www.saucedemo.com/,491,0,341
1728072447697,950,login request,200,OK,Login thread 1-3,text,true,,3964,387,61,61,https://www.saucedemo.com/,442,0,299
1728072447697,442,login request-0,301,Moved Permanently,Login thread 1-3,text,true,,665,268,61,61,https://saucedemo.com/,442,0,299
1728072448139,508,login request-1,200,OK,Login thread 1-3,text,true,,3299,119,61,61,https://www.saucedemo.com/,508,0,347
1728072447772,877,login request,200,OK,Login thread 1-8,text,true,,3965,389,60,60,https://www.saucedemo.com/,365,0,218
1728072447772,365,login request-0,301,Moved Permanently,Login thread 1-8,text,true,,665,270,60,60,https://saucedemo.com/,365,0,218
1728072448137,512,login request-1,200,OK,Login thread 1-8,text,true,,3300,119,60,60,https://www.saucedemo.com/,512,0,344
1728072447846,807,login request,200,OK,Login thread 1-13,text,true,,3965,399,59,59,https://www.saucedemo.com/,339,0,195
1728072447846,339,login request-0,301,Moved Permanently,Login thread 1-13,text,true,,665,280,59,59,https://saucedemo.com/,339,0,195
1728072448185,468,login request-1,200,OK,Login thread 1-13,text,true,,3300,119,59,59,https://www.saucedemo.com/,468,0,317
1728072447875,782,login request,200,OK,Login thread 1-15,text,true,,3965,381,58,58,https://www.saucedemo.com/,330,0,188
1728072447875,330,login request-0,301,Moved Permanently,Login thread 1-15,text,true,,665,262,58,58,https://saucedemo.com/,330,0,188
1728072448205,452,login request-1,200,OK,Login thread 1-15,text,true,,3300,119,58,58,https://www.saucedemo.com/,452,0,299
1728072447891,767,login request,200,OK,Login thread 1-16,text,true,,3965,397,58,58,https://www.saucedemo.com/,336,0,190
1728072447891,336,login request-0,301,Moved Permanently,Login thread 1-16,text,true,,665,278,58,58,https://saucedemo.com/,336,0,190
1728072448227,431,login request-1,200,OK,Login thread 1-16,text,true,,3300,119,58,58,https://www.saucedemo.com/,431,0,276
1728072447861,799,login request,200,OK,Login thread 1-14,text,true,,3964,391,57,57,https://www.saucedemo.com/,341,0,195
1728072447861,341,login request-0,301,Moved Permanently,Login thread 1-14,text,true,,665,272,57,57,https://saucedemo.com/,341,0,195
1728072448202,458,login request-1,200,OK,Login thread 1-14,text,true,,3299,119,57,57,https://www.saucedemo.com/,458,0,302
1728072447831,829,login request,200,OK,Login thread 1-12,text,true,,3964,401,57,57,https://www.saucedemo.com/,337,0,195
1728072447831,337,login request-0,301,Moved Permanently,Login thread 1-12,text,true,,665,282,57,57,https://saucedemo.com/,337,0,195
1728072448169,491,login request-1,200,OK,Login thread 1-12,text,true,,3299,119,57,57,https://www.saucedemo.com/,491,0,334
1728072447741,920,login request,200,OK,Login thread 1-6,text,true,,3964,391,57,57,https://www.saucedemo.com/,405,0,256
1728072447741,405,login request-0,301,Moved Permanently,Login thread 1-6,text,true,,665,272,57,57,https://saucedemo.com/,405,0,256
1728072448146,515,login request-1,200,OK,Login thread 1-6,text,true,,3299,119,57,57,https://www.saucedemo.com/,515,0,357
1728072447816,864,login request,200,OK,Login thread 1-11,text,true,,3965,393,55,55,https://www.saucedemo.com/,345,0,199
1728072447816,345,login request-0,301,Moved Permanently,Login thread 1-11,text,true,,665,274,55,55,https://saucedemo.com/,345,0,199
1728072448161,519,login request-1,200,OK,Login thread 1-11,text,true,,3300,119,55,55,https://www.saucedemo.com/,519,0,344
1728072447906,779,login request,200,OK,Login thread 1-17,text,true,,3965,391,54,54,https://www.saucedemo.com/,344,0,187
